snt_id,sdr,sdr_i,si-snr,si-snr_i
121-121726-0001_3729-6852-0018.wav,19.758028030395508,19.71135139465332,19.383228302001953,19.445154190063477
121-121726-0001_672-122797-0015.wav,16.44827651977539,16.326648712158203,16.169166564941406,16.168392181396484
121-121726-0002_260-123286-0011.wav,21.913436889648438,21.611711502075195,21.538509368896484,21.49361228942871
121-121726-0002_8455-210777-0041.wav,23.491165161132812,23.34014320373535,23.243545532226562,23.14975929260254
121-121726-0003_1089-134691-0014.wav,22.412057876586914,22.297515869140625,21.655189514160156,21.864307403564453
121-121726-0003_672-122797-0059.wav,20.746238708496094,20.65186882019043,20.11782455444336,20.17244529724121
121-121726-0004_2830-3980-0020.wav,10.50927448272705,10.204310417175293,3.7896595001220703,3.692345380783081
121-121726-0004_6930-81414-0003.wav,18.909160614013672,18.641685485839844,18.48072052001953,18.464818954467773
121-121726-0005_8455-210777-0005.wav,20.686634063720703,19.95665740966797,19.754791259765625,19.675907135009766
121-121726-0006_260-123286-0027.wav,21.848628997802734,21.78622817993164,21.453033447265625,21.49068832397461
121-121726-0006_4507-16021-0056.wav,22.766969680786133,22.500822067260742,22.111276626586914,22.161121368408203
121-121726-0006_61-70970-0003.wav,20.351242065429688,20.13970947265625,19.612306594848633,19.65627098083496
121-121726-0007_1995-1826-0023.wav,24.18636703491211,24.05855941772461,23.83646011352539,23.83095932006836
121-121726-0008_4446-2273-0000.wav,22.635513305664062,22.295833587646484,22.208309173583984,22.137237548828125
121-121726-0008_5105-28240-0008.wav,21.85970687866211,21.781085968017578,21.381019592285156,21.425256729125977
121-121726-0009_1284-1181-0019.wav,23.534442901611328,23.558197021484375,23.26314926147461,23.473712921142578
121-121726-0009_7176-92135-0006.wav,22.176101684570312,22.12090492248535,21.959392547607422,21.960233688354492
121-121726-0010_2300-131720-0001.wav,23.032852172851562,22.966135025024414,22.830745697021484,22.808324813842773
121-121726-0010_260-123286-0031.wav,21.27214241027832,21.284467697143555,20.9676570892334,21.095149993896484
121-121726-0011_237-126133-0017.wav,17.79592514038086,17.428997039794922,17.40643310546875,17.345827102661133
121-121726-0011_4507-16021-0038.wav,25.52639389038086,25.343612670898438,24.62470245361328,24.59406852722168
121-121726-0012_2830-3980-0020.wav,12.717084884643555,12.580916404724121,6.196101188659668,6.174835205078125
121-121726-0014_7021-79740-0000.wav,21.103750228881836,20.75834083557129,20.514184951782227,20.40963363647461
121-121726-0014_7127-75946-0012.wav,20.226238250732422,19.83059310913086,19.129528045654297,18.944345474243164
121-123852-0002_1188-133604-0003.wav,19.300012588500977,19.233081817626953,18.258495330810547,18.23108673095703
121-123852-0004_7176-92135-0002.wav,21.60291290283203,21.4566707611084,21.21293067932129,21.182226181030273
121-123859-0003_260-123288-0025.wav,21.15557098388672,21.07888412475586,20.84134292602539,20.84673500061035
121-123859-0004_2830-3980-0075.wav,15.059096336364746,15.017601013183594,10.327829360961914,10.38256549835205
121-127105-0000_2961-961-0016.wav,18.576786041259766,18.463594436645508,18.350618362426758,18.310096740722656
121-127105-0000_5142-33396-0044.wav,18.418651580810547,18.27216148376465,18.06110382080078,18.077573776245117
121-127105-0001_260-123440-0019.wav,13.325246810913086,13.223672866821289,10.139663696289062,10.138870239257812
121-127105-0002_2961-960-0015.wav,19.502971649169922,19.435121536254883,19.16838836669922,19.156497955322266
121-127105-0002_4446-2273-0036.wav,19.635631561279297,19.45206642150879,19.228734970092773,19.242338180541992
121-127105-0002_7729-102255-0007.wav,18.96503448486328,18.90672492980957,18.82961082458496,18.842153549194336
121-127105-0005_237-134493-0003.wav,20.857688903808594,20.732635498046875,20.646621704101562,20.595592498779297
121-127105-0005_4507-16021-0046.wav,21.493614196777344,21.313356399536133,20.863521575927734,20.85687828063965
121-127105-0005_8455-210777-0039.wav,19.01883316040039,18.99764633178711,18.756919860839844,18.794095993041992
121-127105-0006_8455-210777-0045.wav,18.62771224975586,18.378440856933594,18.285152435302734,18.191688537597656
121-127105-0011_4970-29095-0009.wav,20.54734230041504,20.46584129333496,20.286598205566406,20.3488826751709
121-127105-0012_61-70968-0028.wav,15.141719818115234,15.02208137512207,13.902575492858887,13.938980102539062
